num_steps	price_mean	run_time	rel_err	std_err
10	10.407407842892903	1.429035758972168	0.029746819795276307	0.0014365214284162361
15	10.513304760556702	2.1453974843025208	0.019874349850001402	0.0010621801697141317
20	10.563981522732904	2.86528936624527	0.015149898727667817	0.0014794431988117687
25	10.594322765710963	3.4990068793296816	0.012321270510610936	0.0015329097675305286
30	10.618552066671112	4.230072557926178	0.010062441351073776	0.0015423682539343756
35	10.62841837018236	5.094572687149048	0.009142633796381899	0.0012704280961091559
40	10.645152165025738	5.639210104942322	0.007582589459811648	0.0013188548418083396
45	10.649254337708886	6.347645163536072	0.007200155509719965	0.0016723809047139765
50	10.655760829190864	7.093603706359863	0.006593573722240992	0.0017368505314015628
55	10.663700890716857	7.826961278915405	0.0058533442565651015	0.0013508690958714408
60	10.670052215309145	8.616152036190034	0.005261228239089352	0.0012881768638440805
65	10.67416077744797	9.34834727048874	0.004878198618127036	0.001441720963416353
70	10.677813226452837	10.097067177295685	0.004537691133842321	0.0015105880703603308
75	10.677174617761692	10.819707238674164	0.00459722681485378	0.0013442743838599951
80	10.682672253179426	11.447209203243256	0.004084697823179294	0.0007757692521051205
85	10.684273744215643	12.277090966701508	0.003935395346096108	0.0014872817488815982
90	10.686100556149835	13.091678094863891	0.003765086839353353	0.0009187145596740603
95	10.686464085939027	13.591431891918182	0.0037311959858971067	0.0015881456846277777
100	10.689890132744347	14.230731272697449	0.0034117953379574997	0.0013479928275060454
105	10.694374051182491	15.11572606563568	0.0029937723114688694	0.001336992298459158
110	10.692262552369405	15.787523305416107	0.0031906213702663833	0.0016378652292869606
115	10.69319387755567	16.553255486488343	0.003103796558803317	0.0014040828305664432
120	10.69215944562787	17.306563401222228	0.003200233719987284	0.0012817906567773039
125	10.695819874839508	18.300761795043947	0.0028589822636094814	0.0014441302339313694
130	10.695696841314838	18.743582129478455	0.002870452330929268	0.0016633579226324204
135	10.697680942344096	19.642679941654205	0.002685480206982025	0.0012095723125662475
140	10.701311116235207	20.18931566476822	0.002347049368514258	0.0012956373612503355
145	10.698786571046828	21.043480038642883	0.002582405571958138	0.0013839428427604064
150	10.70256043411464	21.85126941204071	0.002230578998187234	0.001629228870224535
155	10.70115692166119	22.44941474199295	0.0023614244922789147	0.0013977508651890987
160	10.702737778274159	23.256239211559297	0.0022140457040796184	0.0015283876881158431
165	10.703188146765182	23.941513419151306	0.0021720591242053826	0.0014747289811242194
170	10.702454949975861	24.581256997585296	0.0022404129859251902	0.0013936363854280744
175	10.700203294646371	25.285302734375	0.0024503284401037307	0.0012941622828335174
180	10.70355648876773	26.040029776096343	0.002137719641716633	0.0015955242110717767
185	10.703100835551165	26.97029867172241	0.002180198901597246	0.001129295138643052
190	10.704616202758157	27.507952415943144	0.0020389255053821246	0.0012722071877479181
195	10.704397880001194	28.193980646133422	0.0020592791181598576	0.0011774697506442174
200	10.702399863846624	28.964403533935545	0.0022455485098600617	0.0014543768735719698
