num_steps	price_mean	run_time	rel_err	std_err
10	1.7539432007707798	0.5497297167778015	0.040621417337281474	0.001075779843753472
15	1.7714308895773356	0.8005128383636475	0.031055934205383395	0.0008511950069743972
20	1.7850275771979163	1.0710338473320007	0.023618765833791907	0.0009108396940699915
25	1.793050678990569	1.4068224787712098	0.019230258826831114	0.0008444026044429914
30	1.797252126706222	1.7425942778587342	0.016932134832391924	0.0009693330063936944
35	1.8021537488797452	2.106634795665741	0.014251026726088203	0.0007302869497583419
40	1.8036575658755862	2.4674537777900696	0.013428463134849876	0.000507991724512545
45	1.8077593500130635	2.7829716205596924	0.011184853506857323	0.0011563527434992219
50	1.81025116680379	3.1383657097816466	0.009821869996392613	0.0009100859820524681
55	1.8083330344560733	3.43940064907074	0.010871057388722776	0.0009002418932594831
60	1.8115924806892927	3.753896653652191	0.009088192980047993	0.0010058921607041767
65	1.8128987943688426	4.083208537101745	0.008373660510667699	0.0008007669245812416
70	1.8131935715851015	4.378578424453735	0.00821242213771955	0.0007973143858237262
75	1.8135660515632974	4.704993093013764	0.008008681609865068	0.0007384056490182235
80	1.8148894132710542	5.03041752576828	0.00728482414459486	0.0004573689681872482
85	1.8151001382163252	5.317226552963257	0.007169561005379806	0.0009907757949144027
90	1.8184938908786428	5.6787656307220455	0.005313233150719957	0.0008737676587029404
95	1.8160107935057082	5.965618658065796	0.006671447280580405	0.0008381087133607291
100	1.8173849653348633	6.322691857814789	0.005919797500125421	0.0006861975379083203
105	1.8180525341404778	6.628810369968415	0.005554648153054825	0.0009756185925550919
110	1.8176242167917418	6.945594036579132	0.0057889308201216185	0.0009600105680203145
115	1.8187792774573286	7.277862012386322	0.005157131304747839	0.0007807911011756674
120	1.8197593107423167	7.55313264131546	0.004621068937676336	0.0006277682006784408
125	1.819981379103045	7.914410352706909	0.0044996011335443785	0.001132411357557061
130	1.819825404019858	8.185823333263397	0.004584916983095762	0.0008798265827670048
135	1.8188453063543961	8.537795209884644	0.005121014565245905	0.0007878575410638636
140	1.8204793380889472	8.803736042976379	0.004227225616532717	0.0009154234143617213
145	1.8187958400961513	9.106720101833343	0.005148071809005984	0.0008972637390925338
150	1.8195690973332872	9.472257888317108	0.004725112598085604	0.0011838953943430564
155	1.8202508497337302	9.878764855861665	0.004352205053886639	0.0008430545525618638
160	1.8206135413383304	10.142122983932495	0.004153818608184107	0.000909349036370826
165	1.8206452587339175	10.485204660892487	0.004136469705431337	0.0007079521943907633
170	1.8215990721555002	10.800505661964417	0.003614749179863237	0.0008165674748562934
175	1.823259060283069	11.286109340190887	0.0027067625036903856	0.0007274151896022711
180	1.821871652064705	11.488214540481568	0.003465652375109113	0.0009214263654117054
185	1.8226144650282503	12.093546295166016	0.003059345689786294	0.0008935341525089993
190	1.8227055688516642	12.138856041431428	0.003009513370847117	0.0009118656415611361
195	1.8218902431019668	12.473546206951141	0.003455483378205059	0.0007522831318066977
200	1.8210463767744298	12.7556743144989	0.003917064620353284	0.0008407131369199609
